customer_external_id,total_amount,order_date,items_count,category,product_name
cust_7e8588d606ae,4200.00,2026-02-19 10:34:22,2,Apparel,Linen Summer Shirt
cust_7e8588d606ae,17400.00,2026-04-27 10:34:22,3,Outerwear,Heavyweight Parka
cust_7e8588d606ae,23200.00,2026-05-24 10:34:22,4,Outerwear,Heavyweight Parka
cust_7e8588d606ae,5600.00,2026-03-17 10:34:22,2,Footwear,Eco Slip-on Loafers
cust_7e8588d606ae,3700.00,2026-05-02 10:34:22,2,Apparel,Organic Cotton Crewneck
cust_b6e849bfa610,1850.00,2025-07-30 10:34:22,1,Apparel,Organic Cotton Crewneck
cust_c0eb8fd23dc0,7200.00,2026-04-10 10:34:22,3,Footwear,Minimalist Canvas Sneakers
cust_c0eb8fd23dc0,13000.00,2026-03-06 10:34:22,2,Knitwear,Cashmere Cardigan
cust_c0eb8fd23dc0,14000.00,2026-02-26 10:34:22,4,Knitwear,Merino Wool Knit Sweater
cust_c0eb8fd23dc0,5800.00,2026-03-09 10:34:22,2,Outerwear,Recycled Polyester Windbreaker
cust_c0eb8fd23dc0,6500.00,2026-03-26 10:34:22,1,Knitwear,Cashmere Cardigan
cust_c0eb8fd23dc0,12600.00,2026-05-27 10:34:22,3,Apparel,Sustainable Denim Jacket
cust_654246af3267,11600.00,2025-08-01 10:34:22,4,Outerwear,Recycled Polyester Windbreaker
cust_654246af3267,7400.00,2026-01-16 10:34:22,4,Apparel,Organic Cotton Crewneck
cust_654246af3267,7000.00,2026-03-27 10:34:22,2,Knitwear,Merino Wool Knit Sweater
cust_654246af3267,11200.00,2025-12-02 10:34:22,4,Footwear,Eco Slip-on Loafers
cust_21b95f841c01,10500.00,2026-03-21 10:34:22,3,Knitwear,Merino Wool Knit Sweater
cust_21b95f841c01,2800.00,2026-06-06 10:34:22,1,Footwear,Eco Slip-on Loafers
cust_21b95f841c01,17400.00,2026-02-22 10:34:22,3,Outerwear,Heavyweight Parka
cust_7511f492f977,7200.00,2025-08-25 10:34:22,3,Footwear,Minimalist Canvas Sneakers
cust_7511f492f977,2900.00,2025-11-18 10:34:22,1,Outerwear,Recycled Polyester Windbreaker
cust_7511f492f977,9600.00,2025-08-26 10:34:22,4,Footwear,Minimalist Canvas Sneakers
cust_6f5f5b164796,11600.00,2025-12-30 10:34:22,4,Outerwear,Recycled Polyester Windbreaker
cust_6f5f5b164796,11200.00,2026-01-24 10:34:22,4,Footwear,Eco Slip-on Loafers
cust_6f5f5b164796,17400.00,2026-01-25 10:34:22,3,Outerwear,Heavyweight Parka
cust_6f5f5b164796,9600.00,2026-01-02 10:34:22,4,Footwear,Minimalist Canvas Sneakers
cust_6f5f5b164796,12600.00,2026-03-01 10:34:22,3,Apparel,Sustainable Denim Jacket
cust_6f5f5b164796,11200.00,2026-03-06 10:34:22,4,Footwear,Eco Slip-on Loafers
cust_6f5f5b164796,2100.00,2026-04-16 10:34:22,1,Apparel,Linen Summer Shirt
cust_6f5f5b164796,6300.00,2026-01-11 10:34:22,3,Apparel,Linen Summer Shirt
cust_6f5f5b164796,14000.00,2026-01-20 10:34:22,4,Knitwear,Merino Wool Knit Sweater
cust_6f5f5b164796,10500.00,2026-03-17 10:34:22,3,Knitwear,Merino Wool Knit Sweater
cust_6f5f5b164796,8400.00,2026-06-06 10:34:22,2,Apparel,Sustainable Denim Jacket
cust_eed48d602c33,11600.00,2026-05-28 10:34:22,2,Outerwear,Heavyweight Parka
cust_369c7b7f86cc,3500.00,2026-03-08 10:34:22,1,Knitwear,Merino Wool Knit Sweater
cust_369c7b7f86cc,7000.00,2026-01-14 10:34:22,2,Knitwear,Merino Wool Knit Sweater
cust_369c7b7f86cc,10000.00,2026-01-09 10:34:22,4,Apparel,Chino Trousers
cust_369c7b7f86cc,7400.00,2026-03-15 10:34:22,4,Apparel,Organic Cotton Crewneck
cust_369c7b7f86cc,2400.00,2026-03-03 10:34:22,1,Footwear,Minimalist Canvas Sneakers
cust_369c7b7f86cc,4200.00,2026-04-26 10:34:22,1,Apparel,Sustainable Denim Jacket
cust_369c7b7f86cc,3700.00,2026-03-04 10:34:22,2,Apparel,Organic Cotton Crewneck
cust_369c7b7f86cc,10500.00,2026-03-27 10:34:22,3,Knitwear,Merino Wool Knit Sweater
cust_369c7b7f86cc,11600.00,2025-12-17 10:34:22,4,Outerwear,Recycled Polyester Windbreaker
cust_369c7b7f86cc,13000.00,2026-02-06 10:34:22,2,Knitwear,Cashmere Cardigan
cust_369c7b7f86cc,7000.00,2026-05-01 10:34:22,2,Knitwear,Merino Wool Knit Sweater
cust_369c7b7f86cc,23200.00,2026-04-21 10:34:22,4,Outerwear,Heavyweight Parka
cust_369c7b7f86cc,7500.00,2026-02-21 10:34:22,3,Apparel,Chino Trousers
cust_369c7b7f86cc,4800.00,2026-03-19 10:34:22,2,Footwear,Minimalist Canvas Sneakers
cust_369c7b7f86cc,19500.00,2025-12-25 10:34:22,3,Knitwear,Cashmere Cardigan
cust_369c7b7f86cc,11600.00,2026-03-19 10:34:22,2,Outerwear,Heavyweight Parka
cust_84486c69fdfc,11600.00,2026-03-08 10:34:22,2,Outerwear,Heavyweight Parka
cust_84486c69fdfc,2900.00,2026-04-07 10:34:22,1,Outerwear,Recycled Polyester Windbreaker
cust_84486c69fdfc,5550.00,2026-04-21 10:34:22,3,Apparel,Organic Cotton Crewneck
cust_84486c69fdfc,5800.00,2026-01-25 10:34:22,2,Outerwear,Recycled Polyester Windbreaker
cust_84486c69fdfc,7200.00,2026-03-07 10:34:22,3,Footwear,Minimalist Canvas Sneakers
cust_84486c69fdfc,2100.00,2026-02-27 10:34:22,1,Apparel,Linen Summer Shirt
cust_84486c69fdfc,3500.00,2026-02-25 10:34:22,1,Knitwear,Merino Wool Knit Sweater
cust_84486c69fdfc,3500.00,2026-01-13 10:34:22,1,Knitwear,Merino Wool Knit Sweater
cust_84486c69fdfc,8400.00,2026-05-23 10:34:22,3,Footwear,Eco Slip-on Loafers
cust_84486c69fdfc,23200.00,2026-02-09 10:34:22,4,Outerwear,Heavyweight Parka
cust_84486c69fdfc,11600.00,2026-04-19 10:34:22,4,Outerwear,Recycled Polyester Windbreaker
cust_84486c69fdfc,13000.00,2026-03-03 10:34:22,2,Knitwear,Cashmere Cardigan
cust_84486c69fdfc,2400.00,2026-04-11 10:34:22,1,Footwear,Minimalist Canvas Sneakers
cust_84486c69fdfc,10500.00,2025-12-30 10:34:22,3,Knitwear,Merino Wool Knit Sweater
cust_84486c69fdfc,3700.00,2026-06-07 10:34:22,2,Apparel,Organic Cotton Crewneck
cust_84486c69fdfc,7000.00,2026-04-06 10:34:22,2,Knitwear,Merino Wool Knit Sweater
cust_84486c69fdfc,7200.00,2026-01-24 10:34:22,3,Footwear,Minimalist Canvas Sneakers
cust_84486c69fdfc,26000.00,2026-05-04 10:34:22,4,Knitwear,Cashmere Cardigan
cust_84486c69fdfc,2400.00,2026-05-09 10:34:22,1,Footwear,Minimalist Canvas Sneakers
cust_84486c69fdfc,1850.00,2026-02-01 10:34:22,1,Apparel,Organic Cotton Crewneck
cust_84486c69fdfc,2800.00,2026-06-10 10:34:22,1,Footwear,Eco Slip-on Loafers
cust_b920da4ef3ad,2400.00,2026-06-01 10:34:22,1,Footwear,Minimalist Canvas Sneakers
cust_290a2b9014f7,2500.00,2026-03-24 10:34:22,1,Apparel,Chino Trousers
cust_290a2b9014f7,14000.00,2026-05-04 10:34:22,4,Knitwear,Merino Wool Knit Sweater
cust_290a2b9014f7,5800.00,2026-03-02 10:34:22,1,Outerwear,Heavyweight Parka
cust_290a2b9014f7,2400.00,2026-05-14 10:34:22,1,Footwear,Minimalist Canvas Sneakers
cust_290a2b9014f7,11600.00,2026-03-03 10:34:22,4,Outerwear,Recycled Polyester Windbreaker
cust_290a2b9014f7,5800.00,2026-03-23 10:34:22,1,Outerwear,Heavyweight Parka
cust_290a2b9014f7,10500.00,2026-04-15 10:34:22,3,Knitwear,Merino Wool Knit Sweater
cust_290a2b9014f7,17400.00,2026-04-02 10:34:22,3,Outerwear,Heavyweight Parka
cust_290a2b9014f7,5000.00,2026-04-12 10:34:22,2,Apparel,Chino Trousers
cust_290a2b9014f7,8400.00,2026-02-12 10:34:22,4,Apparel,Linen Summer Shirt
cust_f49844ffc76d,23200.00,2026-03-17 10:34:22,4,Outerwear,Heavyweight Parka
cust_f49844ffc76d,4200.00,2026-04-03 10:34:22,1,Apparel,Sustainable Denim Jacket
cust_f49844ffc76d,5000.00,2026-03-30 10:34:22,2,Apparel,Chino Trousers
cust_f49844ffc76d,17400.00,2026-05-01 10:34:22,3,Outerwear,Heavyweight Parka
cust_f49844ffc76d,5800.00,2026-06-02 10:34:22,1,Outerwear,Heavyweight Parka
cust_f49844ffc76d,7200.00,2026-05-10 10:34:22,3,Footwear,Minimalist Canvas Sneakers
cust_f49844ffc76d,3700.00,2026-06-05 10:34:22,2,Apparel,Organic Cotton Crewneck
cust_c8bd6b34b420,10500.00,2026-06-01 10:34:22,3,Knitwear,Merino Wool Knit Sweater
cust_c8bd6b34b420,7200.00,2026-03-27 10:34:22,3,Footwear,Minimalist Canvas Sneakers
cust_c8bd6b34b420,5550.00,2026-03-18 10:34:22,3,Apparel,Organic Cotton Crewneck
cust_c8bd6b34b420,4200.00,2026-02-17 10:34:22,2,Apparel,Linen Summer Shirt
cust_c8bd6b34b420,26000.00,2026-03-11 10:34:22,4,Knitwear,Cashmere Cardigan
cust_c8bd6b34b420,1850.00,2026-03-19 10:34:22,1,Apparel,Organic Cotton Crewneck
cust_c8bd6b34b420,4800.00,2026-03-14 10:34:22,2,Footwear,Minimalist Canvas Sneakers
cust_c8bd6b34b420,1850.00,2026-04-09 10:34:22,1,Apparel,Organic Cotton Crewneck
cust_c8bd6b34b420,11200.00,2026-04-30 10:34:22,4,Footwear,Eco Slip-on Loafers
cust_3522a0470c18,13000.00,2026-06-07 10:34:22,2,Knitwear,Cashmere Cardigan
cust_3522a0470c18,7400.00,2026-06-10 10:34:22,4,Apparel,Organic Cotton Crewneck
cust_04f617089b78,11600.00,2026-02-26 10:34:22,2,Outerwear,Heavyweight Parka
cust_ceaa4b06bcb8,7500.00,2026-02-28 10:34:22,3,Apparel,Chino Trousers
cust_ceaa4b06bcb8,7400.00,2026-03-17 10:34:22,4,Apparel,Organic Cotton Crewneck
cust_ceaa4b06bcb8,8700.00,2026-03-31 10:34:22,3,Outerwear,Recycled Polyester Windbreaker
cust_ceaa4b06bcb8,2400.00,2026-04-06 10:34:22,1,Footwear,Minimalist Canvas Sneakers
cust_ceaa4b06bcb8,11200.00,2026-02-25 10:34:22,4,Footwear,Eco Slip-on Loafers
cust_ceaa4b06bcb8,5600.00,2026-04-25 10:34:22,2,Footwear,Eco Slip-on Loafers
cust_ceaa4b06bcb8,5800.00,2026-03-30 10:34:22,2,Outerwear,Recycled Polyester Windbreaker
cust_1c5d90265fad,11200.00,2026-06-10 10:34:22,4,Footwear,Eco Slip-on Loafers
cust_eb87619e288b,19500.00,2026-05-28 10:34:22,3,Knitwear,Cashmere Cardigan
cust_a1ffe8d46fc9,11600.00,2026-04-14 10:34:22,4,Outerwear,Recycled Polyester Windbreaker
cust_a1ffe8d46fc9,2900.00,2026-05-15 10:34:22,1,Outerwear,Recycled Polyester Windbreaker
cust_a1ffe8d46fc9,17400.00,2026-04-02 10:34:22,3,Outerwear,Heavyweight Parka
cust_a1ffe8d46fc9,2900.00,2026-06-09 10:34:22,1,Outerwear,Recycled Polyester Windbreaker
cust_a1ffe8d46fc9,5600.00,2026-05-08 10:34:22,2,Footwear,Eco Slip-on Loafers
cust_a1ffe8d46fc9,1850.00,2026-03-01 10:34:22,1,Apparel,Organic Cotton Crewneck
cust_a1ffe8d46fc9,7000.00,2026-03-08 10:34:22,2,Knitwear,Merino Wool Knit Sweater
cust_a1ffe8d46fc9,23200.00,2026-05-21 10:34:22,4,Outerwear,Heavyweight Parka
cust_a1ffe8d46fc9,26000.00,2026-04-10 10:34:22,4,Knitwear,Cashmere Cardigan
cust_c222264e6a83,7000.00,2026-05-30 10:34:22,2,Knitwear,Merino Wool Knit Sweater
cust_dbbfe32e9557,7000.00,2026-04-02 10:34:22,2,Knitwear,Merino Wool Knit Sweater
cust_dbbfe32e9557,6500.00,2026-05-10 10:34:22,1,Knitwear,Cashmere Cardigan
cust_dbbfe32e9557,10000.00,2026-06-09 10:34:22,4,Apparel,Chino Trousers
cust_dbbfe32e9557,16800.00,2026-04-14 10:34:22,4,Apparel,Sustainable Denim Jacket
cust_dbbfe32e9557,4800.00,2026-04-01 10:34:22,2,Footwear,Minimalist Canvas Sneakers
cust_dbbfe32e9557,14000.00,2026-06-05 10:34:22,4,Knitwear,Merino Wool Knit Sweater
cust_1794abb4e022,3700.00,2025-09-06 10:34:22,2,Apparel,Organic Cotton Crewneck
cust_1794abb4e022,7500.00,2026-02-26 10:34:22,3,Apparel,Chino Trousers
cust_1794abb4e022,19500.00,2025-11-10 10:34:22,3,Knitwear,Cashmere Cardigan
cust_1794abb4e022,11600.00,2025-10-11 10:34:22,2,Outerwear,Heavyweight Parka
cust_76ae7d12dd38,8400.00,2026-03-02 10:34:22,2,Apparel,Sustainable Denim Jacket
cust_76ae7d12dd38,11200.00,2026-06-08 10:34:22,4,Footwear,Eco Slip-on Loafers
cust_76ae7d12dd38,7200.00,2026-03-02 10:34:22,3,Footwear,Minimalist Canvas Sneakers
cust_76ae7d12dd38,4800.00,2026-05-06 10:34:22,2,Footwear,Minimalist Canvas Sneakers
cust_76ae7d12dd38,8400.00,2026-03-24 10:34:22,4,Apparel,Linen Summer Shirt
cust_76ae7d12dd38,2500.00,2026-03-19 10:34:22,1,Apparel,Chino Trousers
cust_421683da442a,10500.00,2026-06-02 10:34:22,3,Knitwear,Merino Wool Knit Sweater
cust_421683da442a,10500.00,2026-06-08 10:34:22,3,Knitwear,Merino Wool Knit Sweater
cust_97b323e47be5,5800.00,2025-12-15 10:34:22,1,Outerwear,Heavyweight Parka
cust_97b323e47be5,2800.00,2026-02-17 10:34:22,1,Footwear,Eco Slip-on Loafers
cust_97b323e47be5,3700.00,2026-03-24 10:34:22,2,Apparel,Organic Cotton Crewneck
cust_97b323e47be5,9600.00,2026-01-18 10:34:22,4,Footwear,Minimalist Canvas Sneakers
cust_97b323e47be5,8700.00,2026-05-17 10:34:22,3,Outerwear,Recycled Polyester Windbreaker
cust_97b323e47be5,5550.00,2026-04-01 10:34:22,3,Apparel,Organic Cotton Crewneck
cust_97b323e47be5,5800.00,2025-12-14 10:34:22,2,Outerwear,Recycled Polyester Windbreaker
cust_97b323e47be5,2800.00,2026-06-01 10:34:22,1,Footwear,Eco Slip-on Loafers
cust_97b323e47be5,7400.00,2025-12-29 10:34:22,4,Apparel,Organic Cotton Crewneck
cust_97b323e47be5,4800.00,2026-03-02 10:34:22,2,Footwear,Minimalist Canvas Sneakers
cust_97b323e47be5,5600.00,2026-03-14 10:34:22,2,Footwear,Eco Slip-on Loafers
cust_97b323e47be5,12600.00,2026-05-03 10:34:22,3,Apparel,Sustainable Denim Jacket
cust_97b323e47be5,8400.00,2026-04-01 10:34:22,3,Footwear,Eco Slip-on Loafers
cust_97b323e47be5,6500.00,2026-03-16 10:34:22,1,Knitwear,Cashmere Cardigan
cust_97b323e47be5,2400.00,2026-01-06 10:34:22,1,Footwear,Minimalist Canvas Sneakers
cust_97b323e47be5,2800.00,2025-12-29 10:34:22,1,Footwear,Eco Slip-on Loafers
cust_62560ce27a56,3700.00,2026-03-22 10:34:22,2,Apparel,Organic Cotton Crewneck
cust_62560ce27a56,23200.00,2026-05-30 10:34:22,4,Outerwear,Heavyweight Parka
cust_62560ce27a56,14000.00,2026-04-26 10:34:22,4,Knitwear,Merino Wool Knit Sweater
cust_62560ce27a56,3500.00,2026-05-05 10:34:22,1,Knitwear,Merino Wool Knit Sweater
cust_62560ce27a56,7400.00,2026-04-03 10:34:22,4,Apparel,Organic Cotton Crewneck
cust_62560ce27a56,3500.00,2026-05-02 10:34:22,1,Knitwear,Merino Wool Knit Sweater
cust_62560ce27a56,17400.00,2026-03-05 10:34:22,3,Outerwear,Heavyweight Parka
cust_62560ce27a56,7000.00,2026-05-21 10:34:22,2,Knitwear,Merino Wool Knit Sweater
cust_62560ce27a56,5800.00,2026-05-10 10:34:22,1,Outerwear,Heavyweight Parka
cust_c08f1413b45c,5800.00,2026-02-25 10:34:22,2,Outerwear,Recycled Polyester Windbreaker
cust_c08f1413b45c,23200.00,2026-03-30 10:34:22,4,Outerwear,Heavyweight Parka
cust_c08f1413b45c,3500.00,2026-04-23 10:34:22,1,Knitwear,Merino Wool Knit Sweater
cust_c08f1413b45c,5550.00,2026-03-23 10:34:22,3,Apparel,Organic Cotton Crewneck
cust_c08f1413b45c,2800.00,2026-04-08 10:34:22,1,Footwear,Eco Slip-on Loafers
cust_c08f1413b45c,2500.00,2026-03-19 10:34:22,1,Apparel,Chino Trousers
cust_c08f1413b45c,5800.00,2026-05-29 10:34:22,2,Outerwear,Recycled Polyester Windbreaker
cust_c08f1413b45c,7200.00,2026-04-07 10:34:22,3,Footwear,Minimalist Canvas Sneakers
cust_7a45461b7a52,4200.00,2026-04-03 10:34:22,1,Apparel,Sustainable Denim Jacket
cust_7a45461b7a52,2100.00,2026-02-24 10:34:22,1,Apparel,Linen Summer Shirt
cust_7a45461b7a52,17400.00,2026-05-15 10:34:22,3,Outerwear,Heavyweight Parka
cust_7a45461b7a52,12600.00,2026-03-03 10:34:22,3,Apparel,Sustainable Denim Jacket
cust_7a45461b7a52,23200.00,2026-05-15 10:34:22,4,Outerwear,Heavyweight Parka
cust_7a45461b7a52,13000.00,2026-02-12 10:34:22,2,Knitwear,Cashmere Cardigan
cust_7a45461b7a52,4800.00,2026-05-30 10:34:22,2,Footwear,Minimalist Canvas Sneakers
cust_7a45461b7a52,23200.00,2026-02-11 10:34:22,4,Outerwear,Heavyweight Parka
cust_7a45461b7a52,3700.00,2026-04-26 10:34:22,2,Apparel,Organic Cotton Crewneck
cust_c37caea4534f,10000.00,2026-02-17 10:34:22,4,Apparel,Chino Trousers
cust_c37caea4534f,4800.00,2026-03-21 10:34:22,2,Footwear,Minimalist Canvas Sneakers
cust_c37caea4534f,9600.00,2026-05-07 10:34:22,4,Footwear,Minimalist Canvas Sneakers
cust_9c35a619f244,5550.00,2025-09-23 10:34:22,3,Apparel,Organic Cotton Crewneck
cust_9c0b2a191333,6300.00,2026-03-28 10:34:22,3,Apparel,Linen Summer Shirt
cust_9c0b2a191333,11600.00,2026-03-09 10:34:22,2,Outerwear,Heavyweight Parka
cust_9c0b2a191333,10000.00,2026-04-22 10:34:22,4,Apparel,Chino Trousers
cust_6fdc4f6eb976,7000.00,2026-02-19 10:34:22,2,Knitwear,Merino Wool Knit Sweater
cust_6fdc4f6eb976,7000.00,2025-12-07 10:34:22,2,Knitwear,Merino Wool Knit Sweater
cust_6fdc4f6eb976,23200.00,2025-12-25 10:34:22,4,Outerwear,Heavyweight Parka
cust_6fdc4f6eb976,7400.00,2025-08-13 10:34:22,4,Apparel,Organic Cotton Crewneck
cust_392d4651e4e4,5800.00,2026-05-21 10:34:22,2,Outerwear,Recycled Polyester Windbreaker
cust_392d4651e4e4,3500.00,2026-04-18 10:34:22,1,Knitwear,Merino Wool Knit Sweater
cust_392d4651e4e4,2500.00,2026-03-13 10:34:22,1,Apparel,Chino Trousers
